hangul_word,num_hanja,hanja_word
양,115,"['佯', '养', '劷', '勨', '勷', '嚷', '垟', '壌', '壤', '奍', '嬢', '孃', '崵', '徉', '忀', '恙', '懩', '懹', '扬', '揚', '攁', '攘', '敭', '旸', '昜', '暘', '杨', '样', '楊', '様', '樣', '檨', '欀', '氜', '氧', '氱', '洋', '漾', '瀁', '瀼', '炀', '烊', '煬', '爙', '獽', '珜', '瓖', '瓤', '疡', '痒', '瘍', '癢', '眻', '礢', '禓', '禳', '穣', '穰', '纕', '羊', '羏', '羕', '蘘', '蛘', '蝆', '襄', '諹', '譲', '讓', '让', '躟', '輰', '酿', '醸', '釀', '鍚', '鐊', '鑲', '钖', '镶', '阦', '阳', '陽', '霷', '颺', '飏', '養', '饟', '馕', '驤', '骧', '鬤', '鰑', '鴹', '鸉', '㐮', '㔦', '㠤', '㦹', '㨾', '㬕', '㳱', '㺊', '䁑', '䉴', '䍩', '䑆', '䑋', '䖆', '䖹', '䬗', '䬺', '䭐', '䭥', '䵮']"
회,115,"['会', '佪', '刽', '劊', '匯', '咴', '囘', '回', '囬', '嬒', '屷', '廻', '廽', '徊', '恛', '恢', '悔', '懐', '懷', '拻', '擓', '敼', '晦', '會', '杤', '栃', '桧', '檜', '櫰', '洃', '洄', '浍', '淮', '湏', '滙', '澮', '瀤', '灰', '烣', '烩', '烸', '燴', '狯', '獪', '璯', '痐', '盔', '瞺', '硘', '禬', '絵', '繪', '绘', '耲', '脍', '膾', '茴', '荟', '薈', '藱', '蘹', '蚘', '蛔', '蛕', '蜖', '螝', '褢', '褱', '詯', '詼', '誨', '諙', '诙', '诲', '豗', '賄', '贿', '迴', '逥', '郐', '鄶', '鐬', '靧', '頮', '颒', '鮰', '鱠', '鲙', '㑹', '㒑', '㜳', '㞀', '㞧', '㠢', '㣛', '㧟', '㨤', '㱱', '㷄', '㷇', '㻅', '㾯', '䕇', '䖶', '䛛', '䜋', '䝅', '䝇', '䢈', '䤧', '䩈', '䫭', '䭝', '䴜', '䵳']"
개,114,"['丐', '个', '丯', '乢', '介', '价', '個', '凯', '凱', '剀', '剴', '勓', '匃', '匄', '吤', '喈', '嗰', '嘅', '垲', '塏', '奒', '媘', '尬', '岕', '幆', '庎', '开', '忋', '忦', '恺', '愷', '愾', '慨', '戤', '揩', '摡', '改', '斺', '暟', '概', '槩', '槪', '湝', '溉', '漑', '炌', '炏', '烗', '煯', '犗', '玠', '琾', '瓂', '疥', '皆', '盖', '砎', '磕', '礚', '祄', '祴', '稭', '箇', '絠', '腉', '芥', '葢', '蒈', '蓋', '蚧', '蝔', '衸', '郂', '鈣', '鍇', '鎎', '鎧', '鐦', '钙', '铠', '锎', '锴', '開', '闓', '闿', '阣', '颽', '魀', '魪', '鶛', '㑘', '㕢', '㝏', '㠹', '㨟', '㪡', '㮣', '㯼', '㱾', '㿍', '䁗', '䃈', '䇒', '䏗', '䐩', '䐴', '䒓', '䡷', '䤤', '䪱', '䯰', '䰺', '䱄', '䲸']"
적,113,"['勣', '吊', '唙', '啇', '啲', '嘀', '嚁', '墑', '嫡', '寂', '庴', '廭', '廸', '戝', '摘', '擿', '敵', '旳', '梑', '樀', '樍', '歒', '浾', '滴', '漃', '灻', '烾', '熵', '狄', '玓', '瓋', '甋', '癪', '的', '硳', '碛', '磧', '积', '積', '笛', '篴', '籊', '籍', '籴', '糴', '績', '绩', '翟', '耤', '聻', '肑', '苖', '荻', '菂', '葃', '蔋', '蔐', '藡', '蠈', '襀', '覿', '觌', '謫', '讁', '谪', '豴', '賊', '贼', '赤', '趯', '跡', '踖', '蹟', '躤', '迪', '迹', '逖', '逷', '適', '鏑', '镝', '靮', '頔', '馰', '鰿', '鸐', '㒀', '㠃', '㢩', '㣙', '㭙', '㯖', '㰅', '㹍', '㺓', '䁤', '䊞', '䊮', '䚍', '䚐', '䟱', '䢰', '䣢', '䤲', '䨀', '䨤', '䮰', '䯼', '䰹', '䳭', '䴞', '䵂', '䵠']"
무,112,"['亩', '仫', '倵', '儛', '务', '劺', '務', '呒', '呣', '嘸', '堥', '墲', '奦', '妩', '娬', '婺', '嫵', '嵍', '巫', '幠', '庑', '廡', '怃', '愗', '憮', '懋', '戊', '抚', '拇', '撫', '敄', '无', '暓', '柕', '楙', '橆', '武', '毋', '潕', '無', '熃', '牳', '珷', '璑', '甒', '畝', '畞', '畮', '瞀', '瞴', '碔', '繆', '缪', '胟', '膴', '舞', '芜', '茂', '莁', '蕪', '袤', '袰', '誈', '誣', '譕', '诬', '貿', '贸', '踇', '躌', '鄮', '鉧', '錻', '鍪', '雾', '霚', '霧', '鞪', '騖', '骛', '髳', '鵐', '鵡', '鷡', '鹀', '鹉', '㒇', '㡔', '㣳', '㭌', '㮊', '㮘', '㱐', '㳇', '㵲', '㶃', '㷻', '㽗', '䀤', '䉑', '䋷', '䌗', '䍢', '䏬', '䒉', '䓮', '䟼', '䥐', '䥻', '䨁', '䱕', '䳇']"
순,112,"['伨', '侚', '偱', '咰', '奞', '姰', '峋', '巡', '廵', '徇', '循', '恂', '憌', '揗', '旬', '杊', '栒', '楯', '榫', '槆', '橓', '殉', '毥', '洵', '浱', '淳', '湻', '滣', '漘', '潃', '犉', '狥', '珣', '畃', '盹', '盾', '眴', '瞚', '瞤', '瞬', '碷', '磭', '笋', '筍', '箰', '簨', '紃', '純', '纯', '肫', '脣', '舜', '芛', '荀', '莼', '蒓', '蓴', '蕣', '衠', '詢', '諄', '询', '谆', '賐', '輴', '郇', '醇', '醕', '錞', '陙', '順', '顺', '馴', '駨', '驯', '鬊', '鯙', '鶉', '鹑', '鹠', '㒐', '㔼', '㚝', '㝄', '㝇', '㡄', '㥧', '㦏', '㨚', '㫬', '㬀', '㰬', '㵌', '㵮', '㶷', '㸪', '㽦', '䀢', '䀵', '䋸', '䏛', '䐇', '䑞', '䓐', '䔚', '䖲', '䘩', '䙉', '䜦', '䣨', '䥎', '䴄']"
간,111,"['侃', '倝', '偘', '刊', '囏', '墹', '墾', '奸', '姦', '姧', '婜', '孯', '干', '幹', '忓', '恳', '悭', '慳', '懇', '拣', '揀', '擀', '攼', '旰', '暕', '杆', '柬', '栞', '桿', '榦', '檊', '涆', '涧', '澗', '玕', '痫', '癇', '癎', '癷', '皯', '盰', '看', '瞯', '硍', '磵', '礀', '秆', '稈', '竿', '筸', '简', '簡', '簳', '粯', '繝', '羟', '羥', '肝', '艮', '艰', '艱', '芉', '茛', '葌', '蕑', '蕳', '虷', '衎', '衦', '裉', '裥', '襇', '襉', '覸', '諫', '谏', '豤', '貇', '赶', '趕', '踬', '迀', '鐗', '鐧', '锏', '間', '间', '靬', '顅', '馯', '鬜', '鬝', '鳱', '鶫', '齦', '龈', '㫔', '㵎', '㶕', '㶥', '㸔', '㸧', '㿻', '䉍', '䓸', '䔵', '䧲', '䫀', '䯎', '䳚', '䵟']"
인,111,"['人', '亻', '仁', '仞', '仭', '儿', '凐', '刃', '刄', '印', '咽', '囙', '囜', '因', '垔', '堙', '夤', '姻', '婣', '寅', '屻', '岃', '廴', '引', '忈', '忍', '忎', '戭', '扨', '朄', '朲', '杒', '梕', '欭', '歅', '殥', '氤', '洇', '洕', '湚', '湮', '濥', '牣', '璌', '禋', '秂', '秵', '筃', '籾', '粌', '紉', '絪', '緸', '纫', '肕', '芢', '茚', '茵', '荵', '蔩', '蚓', '螾', '裀', '訒', '認', '諲', '认', '讱', '躵', '軔', '轫', '釼', '鈏', '銦', '鏔', '铟', '闉', '陻', '靭', '靱', '靷', '鞇', '韌', '韧', '駰', '骃', '魜', '鮣', '㘻', '㝙', '㠴', '㣼', '㧈', '㧢', '㪦', '㲽', '㸾', '㽼', '䀔', '䀕', '䃌', '䄄', '䇙', '䍰', '䏖', '䏰', '䑒', '䒡', '䓰', '䧣', '䲟']"
감,110,"['佄', '冚', '减', '凲', '凵', '勘', '厱', '咁', '坎', '坩', '埳', '堪', '堿', '塪', '墈', '尲', '尶', '崁', '嵁', '嵅', '嵌', '弇', '惂', '感', '憨', '憾', '戡', '撖', '撼', '敢', '柑', '椷', '橄', '欿', '歁', '歛', '汵', '泔', '淦', '減', '澉', '玪', '玵', '瑊', '甘', '甝', '疳', '监', '監', '瞰', '矙', '砍', '碱', '磡', '礛', '竷', '篏', '粓', '紺', '绀', '苷', '莰', '蚶', '詌', '譼', '贑', '輡', '轁', '轗', '邯', '酣', '鉴', '鍳', '鑑', '鑒', '鑬', '魐', '鱤', '鳡', '鵮', '鹐', '鹸', '鹻', '鹼', '龕', '龛', '㒈', '㔋', '㔶', '㘛', '㙳', '㜟', '㤌', '㦑', '㪠', '㮀', '㰸', '㺂', '㽍', '䀍', '䃭', '䇞', '䊻', '䌠', '䗣', '䘓', '䛓', '䤗', '䧩', '䲺']"
차,109,"['且', '佌', '佽', '侘', '借', '偖', '偧', '偨', '劄', '厏', '叉', '唓', '唶', '嗏', '嗟', '嗻', '奓', '奲', '姹', '嫅', '岔', '嵯', '嵳', '差', '徣', '扠', '扯', '挓', '搓', '搽', '撦', '暛', '杈', '栨', '槎', '次', '此', '汊', '瑳', '砗', '硨', '磋', '笡', '箚', '紁', '絘', '肞', '舣', '艖', '芆', '莗', '蒫', '蔖', '虘', '蛼', '衩', '褨', '訍', '譇', '跐', '踷', '蹉', '車', '车', '遮', '醝', '銟', '鎈', '鹺', '鹾', '齇', '齹', '㗬', '㞖', '㢒', '㣾', '㦋', '㨋', '㷢', '㸙', '㼮', '㽨', '㾝', '䁟', '䂘', '䂨', '䃎', '䊬', '䐒', '䐤', '䑘', '䑡', '䒲', '䖕', '䖳', '䞣', '䟕', '䠡', '䡨', '䣜', '䦈', '䯸', '䰈', '䰩', '䱹', '䳐', '䴾', '䵙', '䶥']"
현,107,"['伣', '伭', '俔', '儇', '县', '呟', '咞', '哯', '垷', '埍', '妶', '娊', '娹', '婱', '嬛', '岘', '峴', '弦', '弲', '怰', '悬', '惤', '懸', '敻', '昡', '显', '晛', '梋', '泫', '灦', '炫', '玄', '现', '玹', '現', '琄', '痃', '県', '眩', '睍', '矎', '礥', '絃', '絢', '縣', '繯', '绚', '缳', '翾', '胘', '臔', '臤', '舷', '苋', '莧', '虤', '蚬', '蚿', '蜆', '蠉', '衒', '袨', '訮', '詪', '詽', '誢', '誸', '譞', '讂', '賢', '贒', '贙', '贤', '鉉', '鋗', '鋧', '鑦', '铉', '鞙', '韅', '顕', '顯', '駽', '㘋', '㡉', '㢺', '㧋', '㧦', '㫫', '㬎', '㭹', '㹡', '㻹', '䀏', '䍗', '䏹', '䗾', '䚯', '䛹', '䝨', '䝮', '䥪', '䧋', '䧎', '䩙', '䮄', '䲻']"
아,106,"['丫', '亚', '亜', '亞', '伢', '俄', '俹', '児', '兒', '厊', '吖', '哑', '哦', '唖', '啊', '啞', '垭', '妸', '妿', '娅', '娥', '娿', '婀', '婭', '孲', '屙', '峨', '峩', '庌', '我', '挜', '掗', '桠', '椏', '氩', '氬', '涐', '牙', '犽', '玡', '珴', '疨', '疴', '痖', '痾', '瘂', '皒', '睋', '砑', '硪', '稏', '笌', '聣', '芽', '莪', '蕥', '蚜', '蛾', '衙', '襾', '覀', '訝', '誐', '讶', '迓', '鈳', '錏', '錒', '鐚', '钶', '铔', '锕', '阿', '雅', '餓', '饿', '騀', '鴉', '鵝', '鵞', '鵶', '鸦', '鹅', '齖', '㚳', '㝞', '㢌', '㢐', '㦱', '㧎', '㧴', '㰳', '㿿', '䃁', '䄉', '䄰', '䅉', '䋍', '䋩', '䋪', '䍓', '䖸', '䢝', '䪵', '䳗', '䳘']"
표,106,"['俵', '僄', '儦', '剽', '勡', '嘌', '墂', '婊', '嫖', '幖', '彪', '彯', '徱', '慓', '摽', '旚', '杓', '标', '標', '檦', '殍', '淲', '滮', '漂', '瀌', '熛', '燢', '爂', '犥', '猋', '瓢', '瘭', '皫', '瞟', '磦', '票', '穮', '篻', '縹', '缥', '翲', '脿', '膘', '臕', '蔈', '薸', '藨', '螵', '表', '裱', '褾', '諘', '謤', '豹', '贆', '醥', '錶', '鏢', '鑣', '镖', '镳', '闝', '顠', '颩', '颷', '飃', '飄', '飆', '飇', '飈', '飊', '飘', '飙', '飚', '驃', '驫', '骉', '骠', '髟', '魒', '鰾', '鳔', '㘐', '㟽', '㠒', '㧼', '㬓', '㯱', '㯹', '㲏', '㵱', '㶾', '㹾', '㼼', '䁃', '䁭', '䅺', '䏇', '䔸', '䕯', '䙳', '䞄', '䮽', '䱪', '䴩', '䶂']"
령,105,"['令', '伶', '刢', '另', '呤', '囹', '坽', '姈', '孁', '寧', '岭', '岺', '嶺', '彾', '怜', '拎', '昤', '朎', '柃', '棂', '櫺', '欞', '泠', '澪', '灵', '炩', '燯', '爧', '狑', '玲', '瓴', '皊', '砱', '秢', '竛', '笭', '紷', '羚', '翎', '聆', '舲', '苓', '蕶', '蘦', '蛉', '衑', '袊', '詅', '跉', '軨', '逞', '酃', '醽', '鈴', '铃', '閝', '阾', '零', '霊', '霗', '霛', '霝', '靈', '領', '领', '駖', '魿', '鴒', '鸰', '鹷', '麢', '齡', '齢', '龄', '龗', '㚑', '㡵', '㦭', '㩕', '㪮', '㬡', '㯪', '㱓', '㲆', '㸳', '㻏', '㾉', '䄥', '䉁', '䉖', '䉹', '䌢', '䍅', '䕘', '䖅', '䙥', '䠲', '䡼', '䡿', '䨩', '䯍', '䰱', '䴇', '䴒', '䴫']"
박,105,"['亳', '剝', '剥', '博', '啪', '噗', '嚗', '圤', '廹', '彴', '愽', '懪', '拍', '搏', '撲', '擈', '敀', '朴', '樸', '檏', '欂', '泊', '炇', '烞', '煿', '牔', '犦', '狛', '猼', '珀', '璞', '瓟', '瞨', '砶', '礡', '礴', '窇', '箔', '簙', '粕', '縛', '缚', '胉', '膊', '舶', '艊', '萡', '蒪', '薄', '襮', '趵', '迫', '釙', '鉑', '鎛', '鏷', '鑮', '钋', '铂', '镈', '镤', '雹', '颮', '飑', '餺', '馎', '駁', '駮', '驳', '骲', '髆', '髉', '㕷', '㗘', '㙸', '㩧', '㬍', '㴖', '㵡', '㹒', '㺪', '㼎', '㿺', '䂍', '䃗', '䄸', '䍸', '䎅', '䑈', '䗚', '䙏', '䥤', '䥬', '䨌', '䨔', '䨣', '䨰', '䪇', '䪙', '䪨', '䬪', '䭦', '䮀', '䰊', '䶈']"
담,104,"['倓', '偡', '儋', '啖', '啗', '啿', '嘾', '噉', '嚪', '埿', '墰', '墵', '壜', '妉', '姏', '婒', '媅', '帎', '惔', '憛', '憺', '擔', '曇', '曋', '橝', '毯', '氮', '淡', '湛', '潭', '澸', '澹', '瓭', '甔', '痰', '癚', '禫', '窞', '紞', '緂', '罈', '罎', '耼', '聃', '聸', '腅', '膽', '舑', '舕', '荨', '菼', '萏', '蕁', '薝', '藫', '蟫', '衴', '覃', '談', '譚', '谈', '谭', '贉', '郯', '醈', '醰', '錟', '锬', '霮', '顃', '餤', '饏', '馾', '驔', '髧', '黕', '黮', '黵', '㕪', '㗖', '㘱', '㚮', '㜤', '㲜', '㲭', '㲷', '㳩', '㴂', '㻼', '㽎', '㽑', '䃫', '䆦', '䆱', '䉞', '䊤', '䐺', '䑙', '䔜', '䗊', '䜖', '䨢', '䨵', '䭛']"
견,103,"['儙', '坚', '堅', '岍', '幵', '悓', '挸', '掔', '掮', '撁', '枤', '枧', '梘', '樫', '汧', '汱', '涀', '熞', '牵', '牽', '犬', '犭', '狷', '猏', '獧', '瓹', '甄', '甽', '畎', '睊', '笕', '筧', '絸', '絹', '縳', '縴', '繭', '繾', '绢', '缱', '罥', '羂', '肩', '茾', '菺', '蚈', '蜸', '蠒', '蠲', '裐', '襺', '見', '见', '詃', '譴', '谴', '豜', '豣', '趼', '遣', '鄄', '鈃', '銒', '鋻', '鏲', '鑓', '钘', '雃', '鰹', '鲣', '鳽', '鵑', '鵳', '鹃', '麉', '㑠', '㝁', '㢾', '㭴', '㯞', '㯠', '㹂', '䄯', '䅌', '䅐', '䋌', '䋗', '䌑', '䌸', '䑷', '䗗', '䚈', '䚊', '䡓', '䣺', '䪈', '䭤', '䳌', '䵖', '䵛', '䵡', '䵤', '䶬']"
희,103,"['俙', '僖', '凞', '呬', '咥', '唏', '喜', '嘻', '噫', '嚱', '囍', '姬', '嬉', '屃', '屓', '屭', '巇', '希', '忥', '怬', '悕', '憘', '憙', '戏', '戯', '戱', '戲', '晞', '暿', '曦', '桸', '橲', '欷', '歖', '浠', '烯', '焁', '焈', '煕', '熂', '熈', '熙', '熹', '熺', '燨', '燹', '爔', '牺', '犔', '犠', '犧', '狶', '琋', '睎', '瞦', '礂', '禧', '稀', '繥', '羲', '莃', '蟢', '誒', '譆', '诶', '豨', '豷', '隵', '霼', '餙', '餼', '饎', '饩', '鯑', '鱚', '鵗', '齂', '㑶', '㙿', '㚀', '㚦', '㜯', '㝆', '㠻', '㩬', '㬢', '㰕', '㰨', '㱆', '㶊', '㷗', '㷩', '㸍', '㹷', '㺣', '䂀', '䊠', '䐅', '䖒', '䖷', '䛥', '䨳', '䮎']"
참,103,"['傪', '僣', '僭', '儳', '劖', '叁', '参', '參', '叄', '叅', '噆', '嚵', '堑', '塹', '墋', '壍', '嬠', '嬱', '崭', '嵾', '嶃', '嶄', '嶊', '巉', '惨', '惭', '慘', '慙', '慚', '憯', '懴', '懺', '搀', '摲', '攙', '斩', '斬', '旵', '朁', '椠', '槧', '欃', '毚', '毶', '瀺', '獑', '瘆', '瘮', '碜', '磛', '磣', '站', '艬', '覱', '詀', '謲', '譖', '譛', '讒', '讖', '谗', '谮', '谶', '趻', '酁', '醦', '錾', '鏨', '鑱', '镵', '饞', '馋', '驂', '骖', '魙', '黪', '黲', '㕘', '㜗', '㜞', '㟥', '㟻', '㠁', '㦧', '㨻', '㰫', '㸥', '㺥', '㽩', '㿊', '䁪', '䂁', '䑎', '䜛', '䜟', '䟃', '䤘', '䤫', '䧯', '䪌', '䱿', '䳻', '䶨']"
반,101,"['伴', '冸', '半', '反', '叛', '坢', '奤', '姅', '婏', '媻', '嬎', '嬔', '幋', '怑', '憣', '扳', '拌', '搫', '搬', '攀', '攽', '斑', '斒', '朌', '柈', '槃', '沜', '泮', '溿', '潘', '瀊', '炍', '牉', '班', '畔', '瘢', '癍', '盘', '盤', '盼', '矾', '磐', '磻', '礬', '秚', '絆', '縏', '绊', '胖', '般', '蒰', '虨', '螌', '蟠', '褩', '襻', '詊', '跘', '辬', '返', '鉡', '鋬', '鎜', '鑻', '闆', '靽', '鞶', '頒', '頖', '颁', '飯', '飰', '饭', '魬', '鳻', '㐴', '㚘', '㜶', '㢖', '㪵', '㫠', '㭧', '㮽', '㶗', '㽃', '㽹', '㿀', '䃑', '䃲', '䆺', '䈲', '䉊', '䉽', '䊩', '䙪', '䛀', '䡊', '䣲', '䬳', '䰉', '䰔']"
황,101,"['偟', '兤', '况', '凰', '喤', '堭', '塃', '墴', '奛', '媓', '宺', '崲', '巟', '幌', '徨', '怳', '恍', '惶', '愰', '慌', '揘', '晃', '晄', '曂', '朚', '楻', '榥', '櫎', '況', '湟', '滉', '潢', '炾', '煌', '熿', '獚', '瑝', '璜', '癀', '皇', '皝', '皩', '眖', '穔', '篁', '簧', '縨', '肓', '艎', '荒', '葟', '蝗', '蟥', '衁', '詤', '諻', '謊', '谎', '貺', '贶', '趪', '軦', '遑', '鎤', '隍', '韹', '餭', '騜', '鰉', '鱑', '鳇', '鷬', '黃', '黄', '㠩', '㠵', '㡃', '㡆', '㡛', '㣴', '㤺', '㨪', '㬻', '㵁', '㶂', '㾮', '䀮', '䁜', '䄓', '䅣', '䊗', '䊣', '䌙', '䍿', '䐠', '䐵', '䑟', '䞹', '䪄', '䮲', '䳨']"
용,101,"['佣', '俑', '傇', '傛', '傭', '冗', '勇', '勈', '埇', '塎', '墉', '媶', '嫆', '嫞', '宂', '容', '嵱', '庸', '彮', '恿', '悀', '愑', '愹', '慂', '慵', '憃', '搈', '搑', '摏', '榕', '榵', '槦', '氄', '涌', '湧', '溶', '滽', '熔', '牅', '牗', '瑢', '用', '甬', '砽', '硧', '穁', '穃', '縙', '耸', '聳', '舂', '苚', '茸', '蓉', '蛹', '褣', '踊', '踴', '蹖', '軵', '鄘', '鎔', '鏞', '镕', '镛', '髶', '鯒', '鰫', '鱅', '鲬', '鳙', '鴪', '鷛', '㐯', '㛚', '㝐', '㟾', '㣑', '㦶', '㦷', '㫪', '㯴', '㲝', '㲨', '㶲', '㺎', '㼸', '䄾', '䇀', '䇯', '䈶', '䗤', '䞻', '䠜', '䡆', '䡥', '䢆', '䢇', '䤊', '䧡', '䩸']"
모,101,"['侔', '侮', '兞', '冃', '冐', '冒', '募', '哞', '姆', '姥', '娒', '媢', '嫫', '峔', '帽', '恈', '慔', '慕', '摸', '摹', '旄', '暮', '枆', '某', '栂', '模', '橅', '母', '毛', '毟', '毪', '毮', '毷', '氁', '洠', '牟', '牡', '牦', '獏', '玥', '瑁', '瓱', '皃', '眊', '眸', '矛', '砪', '秏', '竓', '粍', '糢', '罞', '耄', '耗', '艒', '芼', '茅', '萺', '蓩', '蛑', '蝐', '蝥', '蟊', '蟱', '覒', '謀', '謨', '謩', '谋', '谟', '貌', '軞', '酕', '鉾', '髦', '魹', '鴾', '鶜', '麰', '㑄', '㒵', '㒻', '㖼', '㘪', '㛌', '㝟', '㟂', '㡌', '㧇', '㧌', '㪞', '㴘', '㹸', '㺺', '㿞', '䋃', '䖥', '䗋', '䡚', '䫉', '䭷']"
함,101,"['函', '凾', '含', '咸', '唅', '啣', '喊', '圅', '壏', '娢', '晗', '梒', '槛', '檻', '欦', '浛', '涵', '淊', '澏', '焓', '琀', '甉', '筨', '糮', '緘', '缄', '臽', '舰', '艦', '莟', '菡', '蛿', '蜬', '蜭', '衔', '衘', '諴', '譀', '谽', '豃', '豏', '輱', '轞', '醎', '銜', '鋡', '錎', '闞', '阚', '陥', '陷', '顄', '顑', '餡', '馅', '馠', '鬫', '魽', '鰔', '鹹', '㓧', '㖤', '㘅', '㘎', '㘚', '㛾', '㟏', '㟔', '㤷', '㨔', '㮭', '㯺', '㰹', '㴠', '㶰', '㺖', '㺝', '㼨', '㽉', '䈄', '䎏', '䐄', '䓿', '䕔', '䖔', '䘖', '䘶', '䟰', '䣻', '䤴', '䥁', '䧟', '䨡', '䩂', '䫲', '䱤', '䲗', '䶃', '䶟', '䶠', '䶢']"
과,100,"['侉', '冎', '剐', '剮', '咵', '坬', '垮', '埚', '堁', '堝', '夥', '夸', '姱', '寡', '嵙', '恗', '惈', '戈', '挝', '撾', '敤', '晇', '果', '棵', '檛', '歄', '淉', '濄', '煱', '犐', '猓', '瓜', '瘑', '科', '稞', '窠', '簻', '粿', '綶', '腂', '膼', '舿', '荂', '菓', '萪', '薖', '蜾', '蝌', '裹', '誇', '課', '諣', '课', '跨', '踝', '踻', '輠', '过', '過', '鈛', '銙', '錁', '鍋', '鐹', '锅', '锞', '顆', '颗', '餜', '馃', '騍', '骒', '骻', '髁', '㐄', '㗻', '㚌', '㛻', '㡁', '㧓', '㪙', '㳀', '㳡', '㶽', '㸯', '㼫', '㽿', '㾧', '㿆', '䆼', '䈑', '䈖', '䌀', '䙨', '䠸', '䣬', '䫚', '䯄', '䯞', '䴹']"
발,99,"['侼', '勃', '叐', '发', '哱', '坺', '墢', '妭', '彂', '愂', '抜', '拔', '拨', '挬', '撥', '柭', '桲', '沷', '泼', '浡', '渤', '溌', '潑', '炦', '犮', '癶', '癹', '発', '發', '盋', '砵', '秡', '綍', '缽', '胈', '脖', '茇', '荸', '菝', '葧', '袚', '袯', '襏', '詙', '跋', '蹳', '軷', '郣', '酦', '醗', '醱', '鈸', '鉢', '鋍', '鏺', '钵', '钹', '餑', '饽', '馛', '馞', '驋', '髪', '髮', '魃', '鮁', '鱍', '鲅', '鵓', '鹁', '鼥', '㔇', '㔜', '㗶', '㛘', '㛲', '㞈', '㟑', '㧊', '㧞', '㪍', '㴾', '㶿', '㺴', '䍨', '䘠', '䚨', '䟛', '䟦', '䢌', '䣪', '䣮', '䥽', '䪬', '䭯', '䮂', '䯋', '䳁', '䳊']"
만,99,"['万', '僈', '卍', '卐', '塆', '墁', '壪', '娩', '嫚', '屘', '峦', '巒', '幔', '弯', '彎', '慢', '慲', '挽', '摱', '晚', '晩', '曼', '梚', '槾', '樠', '湾', '満', '满', '滿', '漫', '潫', '澫', '澷', '濷', '灣', '熳', '獌', '睌', '瞒', '瞞', '矕', '縵', '缦', '脕', '萬', '蔄', '蔓', '蘰', '蛮', '螨', '蟃', '蟎', '蠻', '襔', '謾', '谩', '贎', '蹒', '蹣', '輓', '鄤', '鋔', '鏋', '鏝', '镘', '鞔', '顢', '颟', '饅', '馒', '鬗', '鬘', '鬛', '鰻', '鳗', '㒼', '㗄', '㗈', '㙢', '㡢', '㬅', '㵘', '㸘', '㻴', '㿸', '䅋', '䅼', '䊡', '䐽', '䒥', '䕕', '䘎', '䜱', '䝡', '䝢', '䡬', '䤍', '䯶', '䰋']"
규,98,"['乣', '刲', '叫', '呌', '喹', '圭', '奎', '妫', '媯', '嫢', '嬀', '岿', '巋', '恘', '恷', '戣', '揆', '摎', '摫', '暌', '朻', '椝', '楏', '楑', '槻', '槼', '樛', '沩', '湀', '溈', '潙', '煃', '犪', '玌', '珪', '睽', '瞡', '硅', '窍', '窐', '窥', '窺', '竅', '糺', '糾', '紤', '纠', '聧', '胿', '芁', '芤', '茥', '葵', '藈', '虬', '虯', '蝰', '袿', '規', '规', '訆', '赳', '跬', '蹞', '逵', '邽', '郌', '鄈', '鍨', '鍷', '閨', '闚', '闺', '頄', '頍', '頯', '馗', '鬶', '鬹', '黊', '鼼', '㙓', '㧃', '㨒', '䂓', '䅅', '䆻', '䖯', '䙵', '䞨', '䟸', '䠑', '䤆', '䯓', '䲅', '䳏', '䳫', '䶯']"
공,97,"['供', '倥', '公', '共', '功', '卭', '埪', '塨', '孔', '崆', '工', '巩', '幊', '廾', '恐', '恭', '悾', '愩', '慐', '拱', '拲', '控', '攻', '栱', '桏', '槓', '涳', '灨', '熕', '珙', '疘', '硿', '碽', '空', '笻', '筇', '箜', '篢', '糼', '糿', '羾', '舼', '蒆', '蚣', '蛩', '蛬', '貢', '贛', '贡', '赣', '跫', '躻', '輁', '邛', '釭', '銎', '鞏', '鞚', '髸', '鵼', '龏', '龔', '龚', '㒶', '㓋', '㓚', '㓛', '㕬', '㣉', '㤟', '㤨', '㧬', '㧭', '㫒', '㭟', '㮪', '㯯', '㲁', '㳟', '㸜', '㺬', '㼦', '䂬', '䂵', '䅃', '䅝', '䇨', '䊄', '䔈', '䜤', '䡗', '䢼', '䣏', '䰸', '䱋', '䲲', '䳍']"
파,96,"['叵', '吧', '啵', '嘙', '坝', '坡', '垻', '壩', '夿', '妑', '婆', '尀', '岜', '岥', '嶓', '巴', '帊', '弝', '怕', '把', '摆', '播', '擺', '杷', '櫇', '欛', '汖', '波', '派', '潖', '灞', '爬', '爸', '玻', '琶', '疤', '皅', '皤', '破', '碆', '笆', '笸', '筢', '箥', '簸', '粑', '紦', '罢', '罷', '羓', '耙', '舥', '芭', '菠', '葩', '蒎', '蔢', '蚆', '蚾', '袙', '譒', '豝', '趴', '跁', '跛', '鄱', '鈀', '鉕', '錃', '鎃', '钯', '钷', '靶', '頗', '颇', '駊', '鲃', '㗞', '㜑', '㝿', '㞎', '㨇', '㩯', '㭛', '㸭', '㿬', '䃻', '䆉', '䎬', '䎱', '䔤', '䝛', '䥯', '䯲', '䰾', '䶕']"
