hangul_word,num_hanja,hanja_word
제품군,1,['製品群']
제품,1,['製品']
제표,1,['除標']
제패,1,['制覇']
제출자,1,['提出者']
제출,1,['提出']
제초제,1,['除草劑']
제철소,1,['製鐵所']
제철,1,['製鐵']
제천,1,['祭天']
제직,1,['製織']
제조법,1,['製造法']
제지업체,1,['製紙業體']
제주도,1,['濟州島']
제조창화,1,['製造倉化']
제조창,1,['製造倉']
제조자,1,['製造者']
제조일,1,['製造日']
제조업체,1,['製造業體']
제조업자,1,['製造業者']
제조업계,1,['製造業界']
제조업,1,['製造業']
제조비,1,['製造費']
조리대,1,['調理臺']
조리사,1,['調理士']
조직력,1,['組織力']
조리용,1,['調理用']
조율이시,1,['棗栗梨柿']
조원,1,['組員']
조울증,1,['躁鬱症']
조운모우,1,['朝雲暮雨']
조우,1,['遭遇']
조용조,1,['租庸調']
조예,1,['造詣']
조영,1,['造營']
조연출자,1,['助演出者']
조연상,1,['助演賞']
조연,1,['助演']
조역,1,['助役']
조언자,1,['助言者']
조언,1,['助言']
조어,1,['造語']
조약,1,['條約']
조야,1,['朝野']
조악,1,['粗惡']
조심조심,1,['操心操心']
조심성,1,['操心性']
조심,1,['操心']
조실부모,1,['早失父母']
조식,1,['早食']
조승모문,1,['朝蠅暮蚊']
조숙형,1,['早熟型']
조응,1,['照應']
조의금,1,['弔意金']
조익모습,1,['朝益暮習']
조제,1,['調劑']
조직단,1,['組織團']
조직,1,['組織']
조준,1,['照準']
조종형,1,['操縱型']
조종자,1,['操縱者']
조종술,1,['操縱術']
조종사,1,['操縱士']
조종대,1,['操縱臺']
조종간,1,['操縱杆']
조종,1,['操縱']
조족지혈,1,['鳥足之血']
조정실장,1,['調整室長']
조인,1,['調印']
조정실,1,['調整室']
조정법,1,['調停法']
조정력,1,['調整力']
조정기,1,['調停期']
조정관,1,['調停官']
조절기,1,['調節器']
조절,1,['調節']
조장자,1,['助長者']
조작적,1,['造作的']
조작설,1,['造作說']
조작극,1,['造作劇']
조숙,1,['早熟']
조수석,1,['助手席']
조송지근,1,['照松之勤']
조문객,1,['弔問客']
조부모,1,['祖父母']
조부,1,['祖父']
조복,1,['朝服']
조별,1,['組別']
조변석개,1,['朝變夕改']
조방제,1,['條坊制']
조발,1,['調髮']
조밀,1,['稠密']
조미료,1,['調味料']
조물주,1,['造物主']
조문석사,1,['朝聞夕死']
조목조목,1,['條目條目']
조불려석,1,['朝不慮夕']
조명시리,1,['朝名市利']
조명등,1,['照明燈']
조망,1,['眺望']
조만간,1,['早晩間']
조립품,1,['組立品']
조립질,1,['粗粒質']
조립식,1,['組立式']
조립도,1,['組立圖']
조립,1,['組立']
조림,1,['造林']
조리용품,1,['調理用品']
조불급석,1,['朝不及夕']
조사계,1,['調査界']
조속,1,['早速']
조서,1,['調書']
조소성,1,['彫塑性']
조세,1,['租稅']
조성설,1,['造成說']
조선조,1,['朝鮮朝']
조선업계,1,['造船業界']
조선업,1,['造船業']
조선어,1,['朝鮮語']
조선소,1,['造船所']
조선량,1,['造船量']
조석간제,1,['朝夕刊制']
조석,1,['潮汐']
조상신,1,['祖上神']
조사권,1,['調査權']
조삼모사식,1,['朝三暮四式']
조삼모사,1,['朝三暮四']
조산통,1,['早産痛']
조사표,1,['調査表']
조사자,1,['調査者']
조사원,1,['調査員']
조사부장,1,['調査部長']
조사부,1,['調査部']
조사반,1,['調査班']
조사단장,1,['調査團長']
조사단,1,['調査團']
지하당,1,['地下黨']
지하도,1,['地下道']
지하상가,1,['地下商街']
초전도,1,['超傳導']
초판,1,['初版']
초파일,1,['初八日']
초특급,1,['超特級']
초토화,1,['焦土化']
초토,1,['焦土']
초침,1,['秒針']
초췌,1,['憔悴']
초초중구금,1,['超超重拘禁']
초청전,1,['招請展']
초청장,1,['招請狀']
초청객,1,['招請客']
초청,1,['招請']
초창기,1,['草創期']
초집적,1,['超集積']
초진,1,['初診']
초지일관,1,['初志一貫']
초지,1,['草地']
초중구금,1,['超重拘禁']
초중고생,1,['初中高生']
초중고교,1,['初中高校']
초중고,1,['初中高']
초조감,1,['焦燥感']
초조,1,['焦燥']
초정치,1,['超政治']
초정밀,1,['超精密']
초행,1,['初行']
초현대식,1,['超現代式']
초현실,1,['超現實']
촉발점,1,['觸發點']
촌장,1,['村長']
촌음,1,['寸陰']
촌수,1,['寸數']
촌부,1,['村夫']
촌로,1,['村老']
촌락,1,['村落']
촌극,1,['寸劇']
촉탁,1,['囑託']
촉진책,1,['促進策']
촉진제,1,['促進劑']
촉진,1,['促進']
촉발,1,['觸發']
초현실적,1,['超現實的']
촉매제,1,['觸媒劑']
촉매,1,['觸媒']
촉망,1,['屬望']
촉구,1,['促求']
촉감,1,['觸感']
촉각적,1,['觸覺的']
초혼,1,['初婚']
초호화,1,['超豪華']
초형,1,['草型']
초혈연적,1,['超血緣的']
초현실주의,1,['超現實主義']
초점,1,['焦點']
초장,1,['醋醬']
초만원,1,['超滿員']
초자연주의,1,['超自然主義']
초시,1,['初試']
초승,1,['初生']
초순,1,['初旬']
초수평선,1,['超水平線']
초속,1,['秒速']
초소,1,['哨所']
초성,1,['初聲']
초선,1,['初選']
초서,1,['草書']
초색,1,['草色']
초상화,1,['肖像畵']
초산,1,['初産']
초사회적,1,['超社會的']
초빙,1,['招聘']
초비상,1,['超非常']
초복,1,['初伏']
초보적,1,['初步的']
초보자,1,['初步者']
초보,1,['初步']
초병,1,['哨兵']
초반부,1,['初盤部']
초반,1,['初盤']
초미속,1,['超微速']
초미,1,['焦眉']
초문화적,1,['超文化的']
초시간적,1,['超時間的']
초시대적,1,['超時代的']
초신성,1,['超新星']
초음속,1,['超音速']
초자연적,1,['超自然的']
초자아,1,['超自我']
초자,1,['硝子']
초입,1,['初入']
초임,1,['初任']
초일류,1,['超一流']
초인종,1,['招人鐘']
초인적,1,['超人的']
초인간적,1,['超人間的']
초인,1,['超人']
초음파,1,['超音波']
초은하단,1,['超銀河團']
초심자,1,['初心者']
초유,1,['招諭']
초월화,1,['超越化']
초월적,1,['超越的']
초월자,1,['超越者']
초월,1,['超越']
초원,1,['草原']
초오,1,['草烏']
초엽,1,['初葉']
초역사적,1,['超歷史的']
초어,1,['草魚']
초안,1,['草案']
촌장층,1,['村長層']
촌정층,1,['村正層']
촌주,1,['村主']
촌주위답,1,['村主位畓']
총영사,1,['總領事']
총연합,1,['總聯合']
총연봉,1,['總年俸']
총연맹,1,['總聯盟']
총역량,1,['總力量']
총여신,1,['總與信']
총액수,1,['總額數']
총액,1,['總額']
총애,1,['寵愛']
총아,1,['寵兒']
총신,1,['銃身']
총수입액,1,['總輸入額']
총수입,1,['總收入']
총수익,1,['總收益']
총수요,1,['總需要']
총성,1,['銃聲']
총설,1,['總說']
총선전,1,['總選戰']
총선거,1,['總選擧']
총선,1,['總選']
총서기,1,['總書記']
총서,1,['叢書']
총생산액,1,['總生産額']
총생산량,1,['總生産量']
총생산,1,['總生産']
총영사관,1,['總領事館']
총인원,1,['總人員']
총자본,1,['總資本']
총중,1,['悤中']
총출연,1,['總出演']
총체적,1,['總體的']
총체성,1,['總體性']
총체감,1,['總體感']
총체,1,['總體']
총책임자,1,['總責任者']
총책,1,['總責']
총참모장,1,['總參謀長']
총집합,1,['總集合']
총집결,1,['總集結']
총지배인,1,['總支配人']
총조정관,1,['總調整官']
총자본금,1,['總資本金']
총조사,1,['總調査']
총정원,1,['總定員']
총정리,1,['總整理']
총점주의,1,['總點主義']
총점검,1,['總點檢']
총점,1,['總點']
총재,1,['總裁']
총장직,1,['總長職']
총장실,1,['總長室']
총장상,1,['總長賞']
총장,1,['總長']
총상금,1,['總賞金']
총상,1,['銃傷']
총살,1,['銃殺']
총괄,1,['總括']
총등장,1,['總登場']
총동원,1,['總動員']
총동문회,1,['總同門會']
총독,1,['總督']
총대장,1,['總大將']
총궐기,1,['總蹶起']
총국장,1,['總局長']
총국,1,['總局']
총구,1,['銃口']
총괄적,1,['總括的']
총괄서,1,['總括書']
총공격,1,['總攻擊']
총력,1,['總力']
총계,1,['總計']
총경,1,['總警']
총결산,1,['總決算']
총격전,1,['銃擊戰']
총격,1,['銃擊']
총검,1,['銃劍']
총개념,1,['總槪念']
총감독,1,['總監督']
총각,1,['總角']
촌평,1,['寸評']
촌지,1,['寸志']
총량,1,['總量']
총력전,1,['總力戰']
총사퇴설,1,['總辭退說']
총무부장,1,['總務部長']
총사퇴,1,['總辭退']
총사업,1,['總事業']
총사령탑,1,['總司令塔']
총비서직,1,['總秘書職']
총비서,1,['總秘書']
총비,1,['寵妃']
총부,1,['摠部']
총본부,1,['總本部']
총반격,1,['總反擊']
총무원,1,['總務院']
총무실,1,['總務室']
총무부,1,['總務部']
총론,1,['總論']
총무국장,1,['總務局長']
총무과장,1,['總務課長']
총무,1,['總務']
총명,1,['聰明']
총면적,1,['總面積']
총매출액,1,['總賣出額']
총매상,1,['總賣上']
총망라,1,['總網羅']
총리실,1,['總理室']
총리령,1,['總理令']
총리,1,['總理']
초목,1,['草木']
초막,1,['草幕']
청각,1,['聽覺']
청소년기,1,['靑少年期']
청제,1,['靑帝']
청정기,1,['淸淨機']
청정,1,['淸淨']
청장년,1,['靑壯年']
청자,1,['靑瓷']
청원서,1,['請願書']
청원,1,['請願']
청운,1,['靑雲']
청약자,1,['請約者']
청약서,1,['請約書']
청약권,1,['請約權']
청약,1,['請約']
청아,1,['淸雅']
청심환,1,['淸心丸']
청신호,1,['靑信號']
청신,1,['淸新']
청순파,1,['淸純派']
청순성,1,['淸純性']
청순미,1,['淸純美']
청순,1,['淸純']
청수,1,['淸水']
청소차,1,['淸掃車']
청소비,1,['淸掃費']
청소부,1,['淸掃夫']
청소년층,1,['靑少年層']
청조,1,['淸朝']
청중,1,['聽衆']
청진기,1,['聽診器']
청홍,1,['靑紅']
체계성,1,['體系性']
체계론자,1,['體系論者']
체계도,1,['體系圖']
체계,1,['體系']
체결설,1,['締結說']
체결,1,['締結']
체격,1,['體格']
체감,1,['體感']
청회색,1,['靑灰色']
청화,1,['靑華']
청홍색,1,['靑紅色']
청혼,1,['請婚']
청진봉,1,['聽診棒']
청포도,1,['靑葡萄']
청태,1,['靑太']
청취자,1,['聽取者']
청취율,1,['聽取率']
청취,1,['聽取']
청출어람,1,['靑出於藍']
청춘물,1,['靑春物']
청춘,1,['靑春']
청초,1,['淸楚']
청첩장,1,['請牒狀']
청천벽력,1,['靑天霹靂']
청소년단,1,['靑少年團']
청소년,1,['靑少年']
초립,1,['草笠']
청소기,1,['淸掃機']
청량감,1,['淸凉感']
청량,1,['淸凉']
청라,1,['靑羅']
청띠신선,1,['靑-神仙']
청동색,1,['靑銅色']
청동기,1,['靑銅器']
청동,1,['靑銅']
청담,1,['淸談']
청년회,1,['靑年會']
청년층,1,['靑年層']
청년부,1,['靑年部']
청년기,1,['靑年期']
청년,1,['靑年']
청금고,1,['靑錦袴']
청군,1,['靑軍']
청구서,1,['請求書']
청구분,1,['請求分']
청구권적,1,['請求權的']
청구권자,1,['請求權者']
청구권,1,['請求權']
청구,1,['請求']
청과부,1,['靑果部']
청경,1,['請警']
청결성,1,['淸潔性']
청결,1,['淸潔']
청량음료,1,['淸凉飮料']
청력,1,['聽力']
청렴,1,['淸廉']
청빈,1,['淸貧']
청소과장,1,['淸掃課長']
청소과,1,['淸掃課']
청소,1,['淸掃']
청설모,1,['靑鼠毛']
청색증,1,['靑色症']
청색,1,['靑色']
청상과부,1,['靑孀寡婦']
청산주의적,1,['淸算主義的']
청사초롱,1,['靑紗-籠']
청사진,1,['靑寫眞']
청사,1,['廳舍']
청부,1,['請負']
청렴결백,1,['淸廉潔白']
청병,1,['請兵']
청백색,1,['靑白色']
청문회,1,['聽聞會']
청명주,1,['淸明酒']
청명,1,['淸明']
청류객,1,['淸流客']
청룡,1,['靑龍']
청록색,1,['靑綠色']
청록,1,['靑綠']
청렴성,1,['淸廉性']
청렴도,1,['淸廉度']
체계적,1,['體系的']
체계화,1,['體系化']
체구,1,['體軀']
체급,1,['體級']
초고층,1,['超高層']
초고집적,1,['超高集積']
초고압,1,['超高壓']
초고속관,1,['超高速館']
초고속,1,['超高速']
초고본,1,['草稿本']
초고,1,['草稿']
초계급적,1,['超階級的']
초경험적,1,['超經驗的']
초경량,1,['超輕量']
초경도,1,['超硬度']
초경,1,['初經']
초거대,1,['超巨大']
초개,1,['草芥']
초강세,1,['超强勢']
초강대국,1,['超强大國']
초강경,1,['超强勁']
초감각적,1,['超感覺的']
초감각,1,['超感覺']
초간편,1,['超簡便']
초간장,1,['醋-醬']
초간단,1,['超簡單']
초가,1,['草家']
체형형,1,['體形型']
체형적,1,['體型的']
초과,1,['超過']
초과자,1,['超過者']
초근목피,1,['草根木皮']
초대권,1,['招待券']
초록색,1,['草綠色']
초로,1,['初老']
초례청,1,['醮禮廳']
초래,1,['招來']
초등학생,1,['初等學生']
초등학교,1,['初等學校']
초등,1,['初等']
초동,1,['初動']
초대형,1,['超大型']
초대장,1,['招待狀']
초대석,1,['招待席']
초당적,1,['超黨的']
초급,1,['初級']
초단열,1,['超斷熱']
초능력,1,['超能力']
초논리적,1,['超論理的']
초년생,1,['初年生']
초년병,1,['初年兵']
초년,1,['初年']
초내열,1,['超耐熱']
초긴장,1,['超緊張']
초기작,1,['初期作']
초기,1,['初期']
초급반,1,['初級班']
체형,1,['體型']
체현,1,['體現']
체험적,1,['體驗的']
체모,1,['體毛']
체육,1,['體育']
체위,1,['體位']
체외,1,['體外']
체온계,1,['體溫計']
체온,1,['體溫']
체열,1,['體熱']
체액,1,['體液']
체신,1,['遞信']
체비지,1,['替費地']
체불,1,['滯拂']
체벌,1,['體罰']
체면,1,['體面']
체육과,1,['體育科']
체류자,1,['滯留者']
체류,1,['滯留']
체력적,1,['體力的']
체력,1,['體力']
체득,1,['體得']
체두관,1,['剃頭官']
체념적,1,['滯念的']
체념,1,['諦念']
체내,1,['體內']
체납액,1,['滯納額']
체납,1,['滯納']
체육계,1,['體育界']
체육관,1,['體育館']
체험담,1,['體驗談']
체조법,1,['體操法']
체험,1,['體驗']
체한,1,['滯韓']
체포죄,1,['逮捕罪']
체포,1,['逮捕']
체통,1,['體統']
체취,1,['體臭']
체질화,1,['體質化']
체질,1,['體質']
체중계,1,['體重計']
체중,1,['體重']
체조직,1,['體組織']
체조,1,['體操']
체육국,1,['體育局']
체제론,1,['體制論']
체제,1,['體制']
체전,1,['體典']
체임,1,['滯賃']
체인,1,['體認']
체육회,1,['體育會']
체육학과,1,['體育學科']
체육학,1,['體育學']
체육인,1,['體育人']
체육복,1,['體育服']
체육단,1,['體育團']
총칭,1,['總稱']
총탄,1,['銃彈']
총통,1,['總統']
출발법,1,['出發法']
출신자,1,['出身者']
출신고,1,['出身高']
출신,1,['出身']
출시사,1,['出市社']
출시,1,['出市']
출소자,1,['出所者']
출세주의,1,['出世主義']
출세작,1,['出世作']
출세,1,['出世']
출석부,1,['出席簿']
출석,1,['出席']
출생지,1,['出生地']
출생인,1,['出生人']
출생설,1,['出生說']
출생,1,['出生']
출산자,1,['出産者']
출산율,1,['出産率']
출산아,1,['出産兒']
출산력,1,['出産力']
출산기,1,['出産氣']
출산,1,['出産']
출사표,1,['出師表']
출분,1,['出奔']
출범,1,['出帆']
출발점,1,['出發點']
출신지,1,['出身地']
출어,1,['出漁']
출연금,1,['出捐金']
출자액,1,['出資額']
출토,1,['出土']
출타,1,['出他']
출처,1,['出處']
출중,1,['出衆']
출제,1,['出題']
출정식,1,['出征式']
출전비,1,['出戰費']
출전,1,['出戰']
출장소,1,['出張所']
출장비,1,['出張費']
출자자,1,['出資者']
출자금,1,['出資金']
출연료,1,['出演料']
출자,1,['出資']
출입항,1,['出入港']
출입문,1,['出入門']
출입국,1,['出入國']
출입구,1,['出入口']
출입,1,['出入']
출원인,1,['出願人']
출원,1,['出願']
출옥,1,['出獄']
출연진,1,['出演陣']
출연자,1,['出演者']
출발선,1,['出發線']
출발,1,['出發']
총통화,1,['總通貨']
출반,1,['出班']
춘양목,1,['春陽木']
춘분,1,['春分']
춘방,1,['春榜']
춘궁기,1,['春窮期']
춘계,1,['春季']
축항,1,['築港']
축하품,1,['祝賀品']
축하주,1,['祝賀酒']
축하연,1,['祝賀宴']
축하단,1,['祝賀團']
축하객,1,['祝賀客']
축하,1,['祝賀']
축포,1,['祝砲']
축출,1,['逐出']
축첩,1,['蓄妾']
축척,1,['縮尺']
축지법,1,['縮地法']
축조적,1,['逐條的']
축조물,1,['築造物']
축조,1,['築造']
축제적,1,['祝祭的']
축제일,1,['祝祭日']
축제,1,['祝祭']
축전지,1,['蓄電池']
축전기,1,['蓄電器']
춘추,1,['春秋']
춘축,1,['春祝']
춘축심,1,['春祝心']
출근,1,['出勤']
출몰,1,['出沒']
출마자,1,['出馬者']
출마설,1,['出馬說']
출마,1,['出馬']
출루율,1,['出壘率']
출력기,1,['出力機']
출력,1,['出力']
출두,1,['出頭']
출동,1,['出動']
출당,1,['黜黨']
출납,1,['出納']
출국,1,['出國']
춘풍,1,['春風']
출구,1,['出口']
출고일,1,['出庫日']
출고,1,['出庫']
출격,1,['出擊']
출강,1,['出講']
출감,1,['出監']
출간,1,['出刊']
출가외인,1,['出嫁外人']
춘화,1,['春畵']
춘향,1,['春香']
춘하추동,1,['春夏秋冬']
출퇴근,1,['出退勤']
출판,1,['出版']
출판가,1,['出版街']
출판계,1,['出版界']
취약점,1,['脆弱點']
취약성,1,['脆弱性']
취약,1,['脆弱']
취소,1,['取消']
취생몽사,1,['醉生夢死']
취사장,1,['炊事場']
취사선택,1,['取捨選擇']
취사도구,1,['炊事道具']
취민유도,1,['取民有度']
취미,1,['趣味']
취모방,1,['吹毛紡']
취로,1,['就勞']
취락지,1,['聚落地']
취락,1,['聚落']
취득자,1,['取得者']
취득,1,['取得']
취기,1,['醉氣']
취급률,1,['取扱率']
취급당,1,['取扱當']
취급,1,['取扱']
취객,1,['醉客']
췌장염,1,['膵臟炎']
췌장암,1,['膵臟癌']
췌장,1,['膵臟']
충효,1,['忠孝']
취업,1,['就業']
취업난,1,['就業難']
취업률,1,['就業率']
취조,1,['取調']
취합,1,['聚合']
취학률,1,['就學率']
취학,1,['就學']
취하,1,['取下']
취택,1,['取擇']
취침나팔,1,['就寢喇叭']
취침,1,['就寢']
취직,1,['就職']
취지문,1,['趣旨文']
취지,1,['趣旨']
취중,1,['醉中']
취재진,1,['取材陣']
취업반,1,['就業班']
취재지,1,['取材地']
취재원,1,['取材源']
취재석,1,['取材席']
취재반,1,['取材班']
취재,1,['取材']
취입,1,['吹入']
취임일,1,['就任日']
취임식,1,['就任式']
취임사,1,['就任辭']
취임,1,['就任']
취업자,1,['就業者']
충혈,1,['充血']
충치,1,['蟲齒']
충청도,1,['忠淸道']
출향관,1,['出鄕關']
충돌대,1,['衝突帶']
충돌,1,['衝突']
충당,1,['充當']
충고,1,['忠告']
충격파,1,['衝擊波']
충격적,1,['衝擊的']
충격식,1,['衝擊式']
충격력,1,['衝擊力']
출혈열,1,['出血熱']
출혈,1,['出血']
출현,1,['出現']
출항주,1,['出港酒']
충동구매,1,['衝動購買']
출항,1,['出港']
출하량,1,['出荷量']
출하,1,['出荷']
출품작,1,['出品作']
출품,1,['出品']
출판인,1,['出版人']
출판업주,1,['出版業主']
출판사,1,['出版社']
출판부,1,['出版部']
출판물,1,['出版物']
출판국,1,['出版國']
충동,1,['衝動']
충동적,1,['衝動的']
충천,1,['衝天']
충일,1,['充溢']
충직,1,['忠直']
충족적,1,['充足的']
충족성,1,['充足性']
충족감,1,['充足感']
충족,1,['充足']
충정,1,['忠情']
충절,1,['忠節']
충전식,1,['充電式']
충전,1,['充電']
충적지,1,['沖積地']
충적세,1,['沖積世']
충원,1,['充員']
충량,1,['衝樑']
충심,1,['衷心']
충실성,1,['充實性']
충신,1,['忠臣']
충성심,1,['忠誠心']
충성도,1,['忠誠度']
충성,1,['忠誠']
충상호형,1,['充常戶刑']
충분조건,1,['充分條件']
충분,1,['充分']
충만,1,['充滿']
충렬탑,1,['忠烈塔']
축전,1,['祝典']
축적,1,['蓄積']
축재자,1,['蓄財者']
추구욕,1,['追求慾']
최저치,1,['最低値']
최저,1,['最低']
최장신,1,['最長身']
최장수,1,['最長壽']
최장기간,1,['最長其間']
최장,1,['最長']
최일선,1,['最一線']
최우수상,1,['最優秀賞']
최우수,1,['最優秀']
최우선적,1,['最優先的']
최우선,1,['最優先']
최우량품,1,['最優良品']
최연소자,1,['最年少者']
최악,1,['最惡']
최신형,1,['最新型']
최신식,1,['最新式']
최신곡,1,['最新曲']
최신,1,['最新']
최소한도,1,['最小限度']
최소한,1,['最小限']
최소우,1,['最小雨']
최선책,1,['最善策']
최선,1,['最善']
최상품,1,['最上品']
최상급자,1,['最上級者']
최적,1,['最適']
최전방,1,['最前方']
최전선,1,['最前線']
최하층,1,['最下層']
추곡,1,['秋穀']
추경,1,['追更']
추격전,1,['追擊戰']
추격,1,['追擊']
추간판,1,['椎間板']
추가적,1,['追加的']
추가,1,['追加']
최후통첩,1,['最後通牒']
최후적,1,['最後的']
최후,1,['最後']
최혜국,1,['最惠國']
최하위권,1,['最下位圈']
최종,1,['最終']
최하위,1,['最下位']
최하,1,['最下']
최측근,1,['最側近']
최촉,1,['催促']
최초,1,['最初']
최첨단,1,['最尖端']
최종전,1,['最終戰']
최종적,1,['最終的']
최종일,1,['最終日']
최종안,1,['最終案']
최종심,1,['最終審']
최상급,1,['最上級']
최상,1,['最上']
최빈국,1,['最貧國']
촬영술,1,['撮影術']
최고도,1,['最高度']
최고급,1,['最高級']
최고가액,1,['最高價額']
최경례,1,['最敬禮']
최경량,1,['最輕量']
최강전,1,['最强戰']
최강자,1,['最强者']
최강수,1,['最强數']
최강,1,['最强']
촬영지,1,['撮影地']
촬영장,1,['撮影場']
촬영분,1,['撮影分']
최고미,1,['最高美']
촬영반,1,['撮影班']
촬영기,1,['撮影機']
촬영,1,['撮影']
총회장,1,['總會長']
총회,1,['總會']
총활동,1,['總活動']
총화,1,['總和']
총합,1,['總合']
총학생회장,1,['總學生會長']
총학생회,1,['總學生會']
총판,1,['總販']
최고령,1,['最高齡']
최고본,1,['最高本']
최북단,1,['最北端']
최단,1,['最短']
최면,1,['催眠']
최말직,1,['最末職']
최루탄,1,['催淚彈']
최루액,1,['催淚液']
최루성,1,['催淚性']
최루,1,['催淚']
최대한,1,['最大限']
최대치,1,['最大値']
최대어,1,['最大魚']
최대,1,['最大']
최단명,1,['最短命']
최다,1,['最多']
최고봉,1,['最高峯']
최남단,1,['最南端']
최근작,1,['最近作']
최근세,1,['最近世']
최근,1,['最近']
최고치,1,['最高値']
최고참,1,['最古參']
최고조,1,['最高潮']
최고점,1,['最高點']
최고위,1,['最高位']
최고신,1,['最高神']
최고상,1,['最高賞']
추골,1,['椎骨']
추궁,1,['追窮']
축재,1,['蓄財']
추기경,1,['樞機卿']
축객,1,['逐客']
축간사,1,['祝刊辭']
축가,1,['祝歌']
추후,1,['追後']
추호,1,['秋毫']
추행,1,['醜行']
추풍낙엽,1,['秋風落葉']
추파,1,['秋波']
추태,1,['醜態']
추측성,1,['推測性']
추측,1,['推測']
추출액,1,['抽出液']
추출물,1,['抽出物']
추출,1,['抽出']
추축국,1,['樞軸國']
추초,1,['秋草']
추체험,1,['追體驗']
추체,1,['椎體']
추첨,1,['抽籤']
추천서,1,['推薦書']
추천사,1,['推薦辭']
추천권자,1,['推薦權者']
추징금,1,['追徵金']
추징,1,['追徵']
추진제,1,['推進劑']
축관,1,['祝官']
축구,1,['蹴球']
축구계,1,['蹴球界']
축산,1,['畜産']
축의금,1,['祝儀金']
축음기,1,['蓄音機']
축시,1,['縮時']
축소판,1,['縮小版']
축소,1,['縮小']
축성,1,['築城']
축선,1,['軸線']
축생,1,['畜生']
축산업자,1,['畜産業者']
축산업,1,['畜産業']
축산물,1,['畜産物']
축복,1,['祝福']
축구단,1,['蹴球團']
축법,1,['築法']
축배,1,['祝杯']
축방,1,['築防']
축문,1,['祝文']
축도,1,['縮圖']
축대,1,['築臺']
축농증,1,['蓄膿症']
축구회,1,['蹴球會']
축구장,1,['蹴球場']
축구인,1,['蹴球人']
축구부,1,['蹴球部']
추진부장,1,['推進部長']
추진반,1,['推進班']
추진력,1,['推進力']
추모비,1,['追慕碑']
추상주의,1,['抽象主義']
추상적,1,['抽象的']
추상어,1,['抽象語']
추상성,1,['抽象性']
추산,1,['推算']
추분,1,['秋分']
추방당,1,['追放當']
추방,1,['追放']
추문,1,['醜聞']
추모제,1,['追慕祭']
추모식,1,['追慕式']
추모,1,['追慕']
추서,1,['追敍']
추리력,1,['推理力']
추리극적,1,['推理劇的']
추리,1,['推理']
추론,1,['推論']
추락,1,['墜落']
추돌,1,['追突']
추도식,1,['追悼式']
추도사,1,['追悼辭']
추대,1,['推戴']
추달,1,['推撻']
추나,1,['推拿']
추상파,1,['抽象派']
추석,1,['秋夕']
추진,1,['推進']
추이,1,['推移']
추종자,1,['追從者']
추종,1,['追從']
추정치,1,['推定値']
추정액,1,['推定額']
추정,1,['推定']
추전,1,['鰍典']
추적,1,['追跡']
추장,1,['酋長']
추잡,1,['醜雜']
추인적,1,['追認的']
추인,1,['追認']
추월,1,['追越']
추세,1,['趨勢']
추억물,1,['追憶物']
추억담,1,['追憶談']
추억,1,['追憶']
추앙,1,['推仰']
추악상,1,['醜惡相']
추악,1,['醜惡']
추심,1,['推尋']
추신,1,['追伸']
추수주의자,1,['秋收主義者']
추수주의,1,['追隨主義']
추수선,1,['秋水禪']
청각적,1,['聽覺的']
첩첩산중,1,['疊疊山中']
지하수,1,['地下水']
집권적,1,['執權的']
집약형,1,['集約型']
집약적,1,['集約的']
집약,1,['集約']
집시,1,['集示']
집성촌,1,['集姓村']
집성제,1,['集聖諦']
집성,1,['集成']
집사부,1,['執事部']
집사,1,['執事']
집무실,1,['執務室']
집무,1,['執務']
집도,1,['執刀']
집대성,1,['集大成']
집단화,1,['集團化']
집단행동,1,['集團行動']
집단주의,1,['集團主義']
집단적,1,['集團的']
집단의식,1,['集團意識']
집단무,1,['集團舞']
집단,1,['集團']
집념,1,['執念']
집기병,1,['集氣甁']
집기,1,['什器']
집권화,1,['執權化']
집권층,1,['執權層']
집어,1,['集魚']
집어등,1,['集魚燈']
집요,1,['執拗']
집착,1,['執着']
집합체,1,['集合體']
집합주의,1,['集合主義']
집합적,1,['集合的']
집합소,1,['集合所']
집합,1,['集合']
집하장,1,['集荷場']
집하,1,['集荷']
집필자,1,['執筆者']
집필실,1,['執筆室']
집필,1,['執筆']
집총,1,['執銃']
집진기,1,['集塵機']
집장사령,1,['執杖使令']
집중화,1,['集中化']
집중제,1,['集中制']
집중적,1,['集中的']
집중률,1,['集中率']
집중력,1,['集中力']
집정부제,1,['執政府制']
집정관,1,['執政官']
집점,1,['集點']
집전,1,['執典']
집적도,1,['集積度']
집적,1,['集積']
집권제,1,['執權制']
집권자,1,['執權者']
진행표,1,['進行表']
집권력,1,['執權力']
질산염,1,['窒酸鹽']
질산성,1,['窒酸性']
질산,1,['窒酸']
질병,1,['疾病']
질박,1,['質樸']
질문지,1,['質問紙']
질문벽,1,['質問癖']
질문,1,['質問']
질료,1,['質料']
질량,1,['質量']
질권,1,['質權']
질곡,1,['桎梏']
질감,1,['質感']
진흥책,1,['振興策']
진흥국장,1,['振興局長']
진흥국,1,['振興局']
진흥,1,['振興']
진휼,1,['賑恤']
진화적,1,['進化的']
진화사,1,['進化史']
진화론적,1,['進化論的']
진화론,1,['進化論']
진홍색,1,['眞紅色']
진홍,1,['眞紅']
진혼곡,1,['鎭魂曲']
질색,1,['窒塞']
질서,1,['秩序']
질서화,1,['秩序化']
질투,1,['嫉妬']
집권당,1,['執權黨']
집권기,1,['執權期']
